6942051,매콤마요 에그토스트,"['1)식빵1장', '2)달걀2개', '3)소금2꼬집', '4)마요네즈2숟가락', '5)고춧가루0.5숟가락', '6)설탕1숟가락', '7)식초1숟가락']","['1)소스부터 만들어 보자면마요네즈(2), 고춧가루(0.5), 설탕(1), 식초(1)을한데 넣어 고루 섞어 매콤마요를 만들어 두고', '2)달걀 2개에 소금 두 꼬집을 넣어고루 풀어 주고', '3)달군 팬에 식용유를 두르고달걀물을 부어 주세요.', '4)그 위에 식빵을 올리고계란이 어느 정도 익으면', '5)뒤집기를 이용해 휙~뒤집어주고', '6)계란 4면을 안쪽으로 사진처럼 접어주세요.', '7)그리고 가운데 부분에 소스를 발라주고', '8)반으로 접어주면 끝!', '9)매콤마요에그토스트 완성']"
6832050,백종원 옥수수 치즈전,"['1)옥수수1컵', '2)치즈(선택)1/2컵', '3)식용유', '4)부침가루1/2컵']","['1)커피잔으루 옥수수한컵을 물기 뺀 후에 보울에 담아주세요.', '2)모짜렐라 치즈 반컵을 넣어주세요.', '3)부침가루 반컵을 넣어주세요.', '4)물은 커피잔의 1/3만 넣어주세요.', '5)저어서 반죽을 해주세요.', '6)후라이팬을 달궈준 다음에 식용유를 전체에 싸악 뿌려주세요.', '7)그다음 잘저어서 반죽해준것을 이렇게 얇고 넓게 펴주시면 되세요.', '8)노릇노릇해질때까지 은은한 불에 익혀주세요.', '9)적당히 있은것 같으면 뒤집어서 또 익혀주세요. 원래 백종원 옥수수전은 요 위에 연유나 설탕을 뿌려야되요. 그러나 저는 꼬소하면서 달달한 맛이라서 그냥 요대로 해서 먹었어요.']"
6912701,양희경 계란떡볶이,"['1)떡국떡200g', '2)달걀2개', '3)양파1/2개', '4)버터1', '5)올리브오일1', '6)대파1/5대', '7)소금', '8)후춧가루적당량']","['1)양파 1/2개는 채 썰고, 대파 1/5대는 송송 썰고, 달걀 2개는 풀어 간을 합니다.떡국 떡은 물에 헹궈 준비해주세요.냉동실에 보관해둔 떡이라면살짝 데쳐 사용하세요.대파는 생략하셔도 무관합니다.저는 요렇게 넣어줘야 그나마 파를 먹으니 넣었어요.그리고 완성해 놓았을 때 노랑, 초록이 잘 어울림도 있고요.', '2)달군 팬에 올리브오일 1, 버터 1을 녹여주고', '3)썰어놓은 대파를 넣어 달달 볶아주고', '4)소금, 후춧가루 약간을 넣어 간을 하고양파가 투명해질 때까지 볶아주다', '5)준비해 놓은 떡국떡을 넣고소금으로 간을 합니다.* 입맛에 맞게 간을 해주세요.', '6)중약 불로 줄여주고', '7)뚜껑을 덮어 잠시 둡니다.', '8)윗면이 반쯤 익으면 재빠르게 뒤적이며 섞어주세요.', '9)마지막에 송송 썰어 놓은 대파를 넣고 고루 섞어 마무리합니다.', '10)양희경 달걀 떡볶이 완성 ^^']"
6928611,마늘소스로 만든 초간단 꿀치즈 또띠아 피자 (갈릭버터피자),"['1)또띠아1장', '2)다진 마늘1수저', '3)버터 한1조각', '4)피자치즈1/2컵']","['1)-재료-또띠아 1장다진 마늘 1수저버터 한 조각 (15g)피자치즈 반컵(종이컵)', '2)다진 마늘 1수저에 버터를 넣고전자레인지에 돌려주세요.전자레인지', '3)토스트 만드느라 버터를 다 사용해서버터가 찔끔 남았어요.그래서 버터오일을 조금 더 넣어줬어요.', '4)전자레인지에 30초 돌려주세요.버터가 녹을 정도로만 돌리면 되는데다진 마늘이 익으면서 매운맛이 없어져서 좋아요.마늘맛을 강하게 느끼시려면 15초만 돌려버터만 녹여주세요.', '5)버터와 다진 마늘은 잘 섞어주세요.', '6)또띠아는 에어프라이어에 넣을 거라 종이호일을 미리 깔아주었어요.', '7)또띠아 위에 마늘 버터를 골고루 발라주세요.', '8)그리고 파지 치즈를 가득 올려주세요.참 쉽죠~!이렇게 간단하니 자주 만들어 먹어요.', '9)에어프라이어 바스켓에 종이호일째로 올려주세요.', '10)에어프라이어에선 180도로 10분전자레인지를 이용하시면 5분 정도 돌리시면 됩니다.에어프라이어', '11)고소한 치즈 향과 마늘 향이 솔솔~', '12)마늘소스로 만든 초간단갈릭버터 또띠아 피자가 완성~!가위로 6등분으로 잘라주었어요.마늘과 꿀은 면역력에 좋은 음식이죠~!마늘은 아이들 먹이기 힘든데 또띠아 피자로 만들면 넘 잘 먹어요.꿀도 달달하니 잘 찍어먹구요.']"
6938774,식빵 없이 가지로 만드는 에.프 마카롱멘보샤! 일명 멘보가지 ♥,"['1)가지1개', '2)새우살1종이컵', '3)청양고추1개', '4)대파1/4대', '5)전분가루적당량', '6)소금약간', '7)후추약간', '8)식용유약간', '9)달걀 흰자1숟가락', '10)전분가루1숟가락', '11)식용유1/2숟가락', '12)소금약간', '13)후추약간']","['1)가지는 모양대로 0.5두께로 동글동글하게 자른다.\r카카두 호주 캄포도마 멜버른', '2)동글게 썬 가지에 소금, 후추를 뿌린 후 수분이 나오면 닦아낸 뒤 전분가루를 앞뒤로 골고루 뿌린다.', '3)차퍼에 새우살, 대파, 청양고추, 양념 재료를 넣고 다진 후 볼에 담아 손으로 잘 치대 소를 만든다.\r수동 멀티차퍼', '4)가지에 소를 넣고 샌드한 후 에어프라이어 바스켓에 넣고 식용유를 골고루 뿌린다.에어프라이어 \r에스파뇰라 올리브유 스프레이', '5)170도 온도에서 5분 뒤집어서 5분간 조리하여 완성한다.에어프라이어']"
6922677,고구마찹쌀미니도넛 l 고구마를 동글동글 고구마도넛으로 만드는 레시피★,"['1)고구마4개', '2)찹쌀가루2종이컵', '3)우유1/2종이컵', '4)설탕1/3종이컵', '5)시나몬가루2/3숟가락']","['1)삶은 고구마를 으깬다.고구마는 따뜻할 때 으껴야 잘 으깨져요.', '2)찹쌀가루를 조금씩 넣어가면 반죽한다.', '3)우유를 붓고 반죽을 만든 뒤 한 입 크기로 동그랗게 빚는다.\r글러브센스 주방 위생장갑', '4)예열된 기름(150~160도)에서 노릇하게 튀긴다.', '5)볼에 설탕과 시나몬가루를 섞은 후 튀긴 도넛에 묻혀 완성한다.']"
6905422,참치 오코노미야끼,"['1)참치캔1캔', '2)양배추1/2개', '3)파1/2개', '4)밀가루 혹은 부침가루2국자', '5)물1국자', '6)오코노마야끼 소스 혹은 돈가스 소스1T', '7)마요네즈1T', '8)가쓰오부시1주먹']","['1)제일 먼저 양배추를 얇게 채 썰어주세요.', '2)파도 송송 썰어줄게요.전 항상 파를 사오면 썰어서 얼려놓아요 그럼 요리할때도 편하고 싱싱함을 오랫동안 유지할 수 있어요.', '3)밀가루 혹은 부침가루를 이용해 반죽을 만들어 주세요. 전보단 조금 된 반죽을 만들어 줄게요.', '4)반죽에 양배추와 파를 넣고 섞어주세요.', '5)야채를 넣은 반죽에 참치를 넣고 섞어줄게요.', '6)다 같이 잘 섞어주세요.', '7)팬에 기름을 두르고 중불에 반죽을 적당량 덜어서 동그랗게 모양을 잡아줄게요.', '8)타닥타닥 소리가 나고 바닥면이 바삭하게 익으면 뒤집어서 반대쪽도 구워줄게요.', '9)양쪽면이 바삭하게 구워졌다면 오코노미야끼 소스 또는 돈가스 소스를 오코노미야끼위에 골고루 얇게 발라주세요.', '10)소스가 뿌려진 오코노미야끼 위에 마요네즈도 뿌려줄게요.', '11)그 후, 그릇에 오코노미야끼를 담아주시고 가쓰오부시를 올리시고 그위에 파슬리 가루를 솔솔 뿌려주시면 완성 입니다.']"
6907878,"계란찜보다 더 맛있는 ""시금치프리타타""♪","['1)계란5개', '2)시금치2뿌리(30g)', '3)당근30g', '4)양파1/4조각', '5)비엔나소세지5개', '6)우유1/2컵', '7)소금약간', '8)후추약간']","['1)우선 양파, 당근, 비엔나를 준비~ 양파는 채썰어주고 당근은 길이대로 얇게 썰은 후 4등분, 비엔나는 길이대로 쫑쫑 썰어줍니다.재료가 정해진건 없으니까 집에 있는게 양껏 활용하세요.', '2)시금치프리타타이니까 메인인 시금치도 준비하구요~', '3)볼에 계란5개를 잘 풀어줍니다.', '4)풀어놓은 계란물에 우유 반 컵도 넣어주고요~', '5)후라이팬에 약간의 식용유를 두른 뒤 양파, 당근, 비엔나소세지를 약불에서 볶아줍니다. 소금/후추로 살짝 간도 해주고요~약불16cm크기의 소형후라이팬에 하면 딱 알맞은 사이즈 나와요~', '6)양파의 숨이 죽으면 시금치를 넣어줍니다.', '7)시금치도 숨이 죽을때까지만 살짝 볶아주고요~', '8)여기에 미리 풀어놓은 계란물을 부어줍니다.', '9)그리고 뚜껑을 덮어서 약불에서 10분간 그대로 둡니다.약불뚜껑 없으면 저처럼 호일 이용해서 덮어줘도 됩니다^^', '10)약불의 기준이 가스렌지 화력마다 차이는 있지만, 사용하시는 가스렌지에서 제일 약하다 싶은 화력으로 놓아주세요.', '11)10분 뒤에 호일 걷어내면 계란물이 폭신하게 빵마냥 부풀어서 찜이 되어 있을거예요~ 모양이 흐트러지지 않게 가스불끄고 5분간 그대로 둡니다.', '12)5분뒤에 후라이팬에서 미끄러지듯 접시로 내려놓으면 시금치프리타타 완성!!']"
6906166,이자카야 맥주안주 명란치즈감자,"['1)감자300g(중간크기 감자 3개)', '2)버터10g', '3)마요네즈3스푼', '4)후추약간', '5)명란 약40g(한덩이 반 정도)', '6)우유3~4스푼(선택)', '7)모짜렐라치즈2줌', '8)파슬리(생략가능)약간']","['1)감자를 완전히 익을때까지 삶아주세요', '2)큰 그릇에 옮겨담아 잘 으깨줍니다', '3)마요네즈, 후추를 넣고 섞어준뒤', '4)명란을 넣고 한번 더 섞어줍니다잘 안섞이면 비닐장갑을 끼고 마구 짓이겨주세요!스트레스도 풀리고 1석 2조~!', '5)그릇에 으깬 명란 감자를 옮겨 담은뒤 치즈로 덮어줍니다', '6)치즈를 녹여줍니다. 전자레인지, 오븐으로 치즈를 녹여줘도 되고 저처럼 토치를 사용하셔도 됩니다.전자레인지']"
6840605,핑거푸드 햄치즈달걀랩만들기,"['1)달걀4개', '2)슬라이스햄8장', '3)슬라이스치즈2장', '4)오이1/2개', '5)녹말가루1Ts', '6)우유0.5Ts', '7)식용유약간', '8)마요네즈약간', '9)오레가노약간']","['1)달걀은 깨서 잘 풀어주고 여기에 녹말가루와 소금 우유를 섞어주세요.', '2)여기에 오레가노나 바질을 살짝 넣어주세요.', '3)후라이팬에 기름을 두르고 코팅해준후 지단처럼 부쳐주세요.(이때 후라이팬은 20센치크기로 하세요.)녹말가루를 넣어서 웬만해선 찢어지지 않는답니다.', '4)이제 달걀랩이 준비되었으면', '5)오이는 껍질을 벗기고 속을 파내고', '6)길게 썰어주세요.', '7)햄은 그냥 쓸거에요.치즈는 두장을 겹치고 5mm두께로 썰어주세요.', '8)이제 달걀랩에 마요네즈를 살짝 바르고', '9)햄,치즈,오이를 넣고', '10)돌돌 감아줘요.', '11)이쑤시개로 고정시키고 2센치두께로 썰어주세요~이게 바로 핑거푸드 햄치즈달걀랩이랍니다~']"
6949189,단호박 빵 만들기 / 전자레인지로 만드는 단호박 빵,"['1)단호박 중간크기1통', '2)계란3개', '3)꽃소금', '4)설탕']","['1)단호박은 세척해 전자레인지에 3분 정도 돌린 뒤전자레인지', '2)껍질 제거하고', '3)찜기에 올린 뒤 부드럽게 쪄준다', '4)곱게 으깨고', '5)꽃소금 2꼬집과 설탕 2스푼을 넣고 골고루 섞고밥숟가락 기준입니다', '6)달걀은 흰자와 노른자를 분리하고', '7)흰자는 머랭을 쳐준다거품기로 머랭을 만드는 경우는 한 방향으로 많이 저어 단단한 거품을 만든다', '8)으깬 단호박에 노른자 넣고', '9)섞고', '10)머랭을 단호박에 넣고 대충대충 섞고', '11)내열용기에 넣은 뒤 기호에 맞게 견과류를 올린다', '12)전자레인지에 7~8분간 돌린다전자레인지', '13)7~8분 후 젓가락으로 찔러 보았을때 묻어나지 않으면 성공!!']"
6942169,라면만큼 쉬운 백종원 라볶이,"['1)물1+1/2컵', '2)라면1봉지', '3)고추장1숟가락', '4)설탕1숟가락', '5)어묵', '6)삶은 달걀\u200b']","['1)좋아하는 라면으로 1봉지 준비합니다.양을 늘리기 위함으로어묵이랑 삶은 달걀을 준비했는데요.떡볶이나 라볶이에요 두 재료가 빠지면 좀 섭섭해 ㅎㅎ', '2)물은 1컵하고 1/2컵 준비하고', '3)라면 스프는 2/3 정도 넣어주고건더기 수프도 다 넣어 주세요.', '4)그리고 고추장 (1), 설탕(1)을 넣어 줍니다.양념을 넣고 드셔보세요.사람마다 입맛이 다를 수 있으니깐짜다 싶으면 물을 조금 넣어주시던가그 반대라면 고추장이나 스프양을 늘려본인 입맛에 맞게 양념해 주세요.', '5)바글바글 끓어오르면 라면이랑 어묵을 같이 넣어주고', '6)삶은 달걀도 넣어보글보글 끓여 마무리해 주심 된답니다.진짜 쉽죠~', '7)완성']"
6953539,"빵 대신 에그번 ♥ 햄버거로 다이어트 가능한 "" 달걀버거 "" 만들기","['1)달걀6개', '2)슬라이스햄6장', '3)슬라이스치즈1장', '4)샐러드채소1/2줌', '5)방울토마토3개', '6)소금1/2숟가락', '7)식초1숟가락', '8)스리라차소스']","['1)달걀은 물에 소금, 식초를 넣고 15분간 삶는다.\r네오플램 레트로T 냄비', '2)삶은 달걀은 찬물에 담가 껍질을 벗긴다.', '3)방울토마토는 슬라이스하고 슬라이스치즈는 한 입 크기로 썬다.', '4)삶은 달걀을 2등분 한다.다이어트식으로 드실 경우 소스를 빼주세요.', '5)달걀>샐러드채소>토마토>슬라이스치즈>슬라이스햄> 스리라차소스>달걀 순으로 올린 뒤 꼬지를 꽂아 완성한다.']"
6952308,에어프라이어 요리 멘보샤 만들기,"['1)새우10마리', '2)계란', '3)식빵6장', '4)파', '5)후추', '6)맛술', '7)전분가루', '8)칠리소스']","['1)냉동실에서 꺼낸 새우는 물에서 해동해주었어요.', '2)해동 된 새우는 껍질을 벗기고~내장을 제거 한 후 다져주세요.너무 끝까지 다지지 말고어느정도는 새우살이 씹히게 다져주세요.\u200b너무 많이 다지면 죽 같아적당히 다져야 새우살이 씹히는 식감이 좋아요.', '3)파도 이렇게 잘게 썰어 쫑쫑 다져주세요.파를 넣으면 파향도 퍼지면서 느끼함도 잡아주고식당에서 파는것 같은 맛이나요.', '4)자 그럼 이제 멘보샤 새우속을 만들어 볼께요.먼저 볼에 다진새우에 다진 파를 넣고 ~', '5)전분가루도 넣어주세요~전 집에 감자전분이 있어서 감자전분 넣었어요.', '6)그리고 계란은 잘 분리해서흰자만 넣어주세요.', '7)후추와', '8)맛술을 넣어주세요.', '9)후추와 맛술을 넣어주세요.', '10)새우살과 재료들을 넣고', '11)새우살이랑 재료를골고루 섞어 주세요.이때 소금이 필요하면 소금을 넣어주면 되요.전 싱거운게 좋아서 그냥 패스했어요.', '12)이렇게 멘보샤 속을 준비해두고~', '13)식빵을 테두리를 잘라내고 십자로 4등분 해주세요.', '14)이렇게 식빵 한장에 4개가 나와요.이제 에어프라이어 요리 멘보샤 만들기 끝이에요.', '15)준비된 새우속을 적당한 크기로 잡아~', '16)식빵위에 올려주면 되요.완전 간단하죠.', '17)그리고 식빵 한장을 덮어 겹치면짜~~~잔 멘보샤 다 만든거에요.', '18)이렇게 식빵 6장하면 멘보샤 12개가 나와요.', '19)손가락보다 큰 새우 10마리로 멘보샤 12개 만들어지네요.', '20)자 이제 에어프라이어에 넣어서 구워주면 끝이에요.', '21)그리고는 붓으로 앞 뒤 오일을 발라주면 되요.너무 많이 바르면 느끼 할 수 있어요.적당히 오일 발라주세요.에어프라이어 요리 멘보샤 만들기 생각보다 너무 간단하고 쉽죠.', '22)그런다음 에어프라이어에180도에서에어프라이어', '23)4분 구워주세요.', '24)4분 구운 멘보샤에요.그런 다음 멘보샤를 한번 뒤집어서 다시 구워 주세요.', '25)뒤집어서 똑같이 180도에서 3분 더 구웠어요.굽는데 맛있는 냄새가 솔~솔 나네요.', '26)와~~~멘보샤 완성입니다.처음 만들어 봤는데 일단 비쥬얼은 합격이네요.그럴싸하죠~', '27)에어프라이어 요리 멘보샤 만들기 생각보다 쉽고 간단하죠.소스는 칠리소스 준비 했어요.', '28)제가 만들었지만 괜히 토닥토닥 뿌듯하네요 .', '29)겉바속촉~겉은 바삭바삭~속은 탱글한 새우살이 씹히는것이 식감도 좋고 파가 들어가서 더더더 맛있어요.', '30)칠리소스에 찍어먹으니 딱이에요.맛있어요. 맛있옹bb샤워크림, 타르타르소스와도 잘 어울린답니다.', '31)에어프라이어 요리 멘보샤 만들기 완~~~전 대성공이에요.이번엔 첨이라 조금 만들었는데~담번엔 넉넉하게 만들어냉동실에 소분해서 얼려 둬야겎어요.', '32)그때 그때 에어프라이어에 돌려기만 하면 되니간식으로도 내사랑님 맥주 안주로도 정말 좋을것 같아요.']"
